noun,human,verb,verb_frequency,verb_category,animate_no_context,inanimate_no_context,animate_context,inanimate_context,experimental,prompt_id,prompt_type
flask,operator,begged,HIGH,psychological,The operator was very,The flask was very,The operator begged and was very,The flask fell and was very,The flask begged and was very,2,ADJ
skull,translator,muttered,HIGH,physical,The translator started to,The skull started to,The translator muttered and started to,The skull fell and started to,The skull muttered and started to,1,VERB
book,husband,died,HIGH,physical,The husband began to,The book began to,The husband died and began to,The book fell and began to,The book died and began to,0,VERB
antenna,assistant,knew,HIGH,psychological,The assistant became very,The antenna became very,The assistant knew and became very,The antenna fell and became very,The antenna knew and became very,3,ADJ
column,secretary of state,meditated,HIGH,psychological,The secretary of state began to,The column began to,The secretary of state meditated and began to,The column fell and began to,The column meditated and began to,0,VERB
nail,counsel,stumbled,HIGH,physical,The counsel was very,The nail was very,The counsel stumbled and was very,The nail fell and was very,The nail stumbled and was very,2,ADJ
tweezers,pilot,evacuated,HIGH-MID,psychological,The pilot became very,The tweezers became very,The pilot evacuated and became very,The tweezers fell and became very,The tweezers evacuated and became very,3,ADJ
bagpipe,coach,enlisted,HIGH-MID,psychological,The coach started to,The bagpipe started to,The coach enlisted and started to,The bagpipe fell and started to,The bagpipe enlisted and started to,1,VERB
cup,chief of staff,grinned,HIGH,physical,The chief of staff started to,The cup started to,The chief of staff grinned and started to,The cup fell and started to,The cup grinned and started to,1,VERB
bracelet,attorney general,insisted,HIGH-MID,psychological,The attorney general began to,The bracelet began to,The attorney general insisted and began to,The bracelet fell and began to,The bracelet insisted and began to,0,VERB
keg,painter,searched,HIGH-MID,psychological,The painter was very,The keg was very,The painter searched and was very,The keg fell and was very,The keg searched and was very,2,ADJ
desk,nephew,knelt,HIGH,physical,The nephew began to,The desk began to,The nephew knelt and began to,The desk fell and began to,The desk knelt and began to,0,VERB
vest,granddaughter,swam,MID,physical,The granddaughter was very,The vest was very,The granddaughter swam and was very,The vest fell and was very,The vest swam and was very,2,ADJ
picture,buyer,pissed,HIGH,physical,The buyer became very,The picture became very,The buyer pissed and became very,The picture fell and became very,The picture pissed and became very,3,ADJ
timepiece,owner,hissed,HIGH-MID,physical,The owner started to,The timepiece started to,The owner hissed and started to,The timepiece fell and started to,The timepiece hissed and started to,1,VERB
banner,husband,coughed,HIGH,physical,The husband began to,The banner began to,The husband coughed and began to,The banner fell and began to,The banner coughed and began to,0,VERB
telephone,chef,wondered,HIGH,psychological,The chef became very,The telephone became very,The chef wondered and became very,The telephone fell and became very,The telephone wondered and became very,3,ADJ
jar,mediator,guessed,HIGH,psychological,The mediator was very,The jar was very,The mediator guessed and was very,The jar fell and was very,The jar guessed and was very,2,ADJ
sandal,wife,fiddled,HIGH,physical,The wife began to,The sandal began to,The wife fiddled and began to,The sandal fell and began to,The sandal fiddled and began to,0,VERB
spoon,grandson,danced,HIGH-MID,physical,The grandson started to,The spoon started to,The grandson danced and started to,The spoon fell and started to,The spoon danced and started to,1,VERB
stone,host,giggled,HIGH,physical,The host was very,The stone was very,The host giggled and was very,The stone fell and was very,The stone giggled and was very,2,ADJ
hair,director,drawled,HIGH,physical,The director was very,The hair was very,The director drawled and was very,The hair fell and was very,The hair drawled and was very,2,ADJ
statue,agent,cried,HIGH,psychological,The agent was very,The statue was very,The agent cried and was very,The statue fell and was very,The statue cried and was very,2,ADJ
boat,teacher,bathed,HIGH-MID,physical,The teacher became very,The boat became very,The teacher bathed and became very,The boat fell and became very,The boat bathed and became very,3,ADJ
trumpet,aunt,stepped,HIGH,physical,The aunt began to,The trumpet began to,The aunt stepped and began to,The trumpet fell and began to,The trumpet stepped and began to,0,VERB
accordion,prime minister,stepped,HIGH,physical,The prime minister started to,The accordion started to,The prime minister stepped and started to,The accordion fell and started to,The accordion stepped and started to,1,VERB
helmet,painter,searched,HIGH-MID,psychological,The painter began to,The helmet began to,The painter searched and began to,The helmet fell and began to,The helmet searched and began to,0,VERB
radio,author,applauded,HIGH-MID,psychological,The author started to,The radio started to,The author applauded and started to,The radio fell and started to,The radio applauded and started to,1,VERB
cake,chef,shrugged,HIGH,physical,The chef began to,The cake began to,The chef shrugged and began to,The cake fell and began to,The cake shrugged and began to,0,VERB
lantern,grandmother,leaned,HIGH,physical,The grandmother was very,The lantern was very,The grandmother leaned and was very,The lantern fell and was very,The lantern leaned and was very,2,ADJ
aircraft,chairman,swam,MID,physical,The chairman became very,The aircraft became very,The chairman swam and became very,The aircraft fell and became very,The aircraft swam and became very,3,ADJ
limousine,assistant,struggled,HIGH-MID,psychological,The assistant was very,The limousine was very,The assistant struggled and was very,The limousine fell and was very,The limousine struggled and was very,2,ADJ
trombone,inspector,blushed,HIGH,physical,The inspector was very,The trombone was very,The inspector blushed and was very,The trombone fell and was very,The trombone blushed and was very,2,ADJ
nail,founder,searched,HIGH-MID,psychological,The founder became very,The nail became very,The founder searched and became very,The nail fell and became very,The nail searched and became very,3,ADJ
costume,person,married,HIGH,psychological,The person became very,The costume became very,The person married and became very,The costume fell and became very,The costume married and became very,3,ADJ
chocolate,engineer,knew,HIGH,psychological,The engineer began to,The chocolate began to,The engineer knew and began to,The chocolate fell and began to,The chocolate knew and began to,0,VERB
vest,pastor,fought,HIGH-MID,psychological,The pastor began to,The vest began to,The pastor fought and began to,The vest fell and began to,The vest fought and began to,0,VERB
horn,niece,gulped,HIGH,physical,The niece was very,The horn was very,The niece gulped and was very,The horn fell and was very,The horn gulped and was very,2,ADJ
battery,coach,packed,HIGH-MID,physical,The coach started to,The battery started to,The coach packed and started to,The battery fell and started to,The battery packed and started to,1,VERB
