noun,human,verb,verb_frequency,verb_category,animate_no_context,inanimate_no_context,animate_context,inanimate_context,experimental,prompt_id,prompt_type
clarinet,girl,waved,HIGH,physical,The girl started to,The clarinet started to,"After it waved, the girl started to","After it fell, the clarinet started to","After it waved, the clarinet started to",1,VERB
train,girl,struggled,HIGH-MID,psychological,The girl started to,The train started to,"After it struggled, the girl started to","After it fell, the train started to","After it struggled, the train started to",1,VERB
stand,girl,shuddered,HIGH-MID,physical,The girl became very,The stand became very,"After it shuddered, the girl became very","After it fell, the stand became very","After it shuddered, the stand became very",3,ADJ
medallion,woman,stole,HIGH-MID,psychological,The woman began to,The medallion began to,"After it stole, the woman began to","After it fell, the medallion began to","After it stole, the medallion began to",0,VERB
typewriter,man,registered,MID,psychological,The man began to,The typewriter began to,"After it registered, the man began to","After it fell, the typewriter began to","After it registered, the typewriter began to",0,VERB
well,girl,yelled,HIGH,physical,The girl became very,The well became very,"After it yelled, the girl became very","After it fell, the well became very","After it yelled, the well became very",3,ADJ
nightgown,boy,applauded,HIGH-MID,psychological,The boy became very,The nightgown became very,"After it applauded, the boy became very","After it fell, the nightgown became very","After it applauded, the nightgown became very",3,ADJ
saxophone,child,shrieked,HIGH-MID,physical,The child began to,The saxophone began to,"After it shrieked, the child began to","After it fell, the saxophone began to","After it shrieked, the saxophone began to",0,VERB
thread,boy,whistled,HIGH-MID,physical,The boy began to,The thread began to,"After it whistled, the boy began to","After it fell, the thread began to","After it whistled, the thread began to",0,VERB
root,boy,stammered,HIGH,physical,The boy became very,The root became very,"After it stammered, the boy became very","After it fell, the root became very","After it stammered, the root became very",3,ADJ
radio,man,stumbled,HIGH,physical,The man became very,The radio became very,"After it stumbled, the man became very","After it fell, the radio became very","After it stumbled, the radio became very",3,ADJ
umbrella,woman,barked,MID,physical,The woman was very,The umbrella was very,"After it barked, the woman was very","After it fell, the umbrella was very","After it barked, the umbrella was very",2,ADJ
nickel,woman,fled,HIGH-MID,physical,The woman was very,The nickel was very,"After it fled, the woman was very","After it fell, the nickel was very","After it fled, the nickel was very",2,ADJ
screen,boy,winced,HIGH,physical,The boy was very,The screen was very,"After it winced, the boy was very","After it fell, the screen was very","After it winced, the screen was very",2,ADJ
rock,man,conceded,HIGH-MID,psychological,The man was very,The rock was very,"After it conceded, the man was very","After it fell, the rock was very","After it conceded, the rock was very",2,ADJ
sun,woman,shrieked,HIGH-MID,physical,The woman began to,The sun began to,"After it shrieked, the woman began to","After it fell, the sun began to","After it shrieked, the sun began to",0,VERB
column,woman,bellowed,HIGH,physical,The woman was very,The column was very,"After it bellowed, the woman was very","After it fell, the column was very","After it bellowed, the column was very",2,ADJ
refrigerator,person,prayed,HIGH,psychological,The person began to,The refrigerator began to,"After it prayed, the person began to","After it fell, the refrigerator began to","After it prayed, the refrigerator began to",0,VERB
mallet,child,cried,HIGH,psychological,The child was very,The mallet was very,"After it cried, the child was very","After it fell, the mallet was very","After it cried, the mallet was very",2,ADJ
saxophone,woman,growled,HIGH,physical,The woman began to,The saxophone began to,"After it growled, the woman began to","After it fell, the saxophone began to","After it growled, the saxophone began to",0,VERB
yacht,woman,stepped,HIGH,physical,The woman became very,The yacht became very,"After it stepped, the woman became very","After it fell, the yacht became very","After it stepped, the yacht became very",3,ADJ
ribbon,person,squinted,HIGH,physical,The person became very,The ribbon became very,"After it squinted, the person became very","After it fell, the ribbon became very","After it squinted, the ribbon became very",3,ADJ
road,woman,paced,HIGH,physical,The woman started to,The road started to,"After it paced, the woman started to","After it fell, the road started to","After it paced, the road started to",1,VERB
statue,boy,disagreed,HIGH-MID,psychological,The boy was very,The statue was very,"After it disagreed, the boy was very","After it fell, the statue was very","After it disagreed, the statue was very",2,ADJ
cart,man,frowned,HIGH,physical,The man started to,The cart started to,"After it frowned, the man started to","After it fell, the cart started to","After it frowned, the cart started to",1,VERB
bra,man,learnt,HIGH,psychological,The man began to,The bra began to,"After it learnt, the man began to","After it fell, the bra began to","After it learnt, the bra began to",0,VERB
penny,child,winked,HIGH-MID,physical,The child began to,The penny began to,"After it winked, the child began to","After it fell, the penny began to","After it winked, the penny began to",0,VERB
costume,girl,shrieked,HIGH-MID,physical,The girl was very,The costume was very,"After it shrieked, the girl was very","After it fell, the costume was very","After it shrieked, the costume was very",2,ADJ
aircraft,woman,swallowed,HIGH,physical,The woman was very,The aircraft was very,"After it swallowed, the woman was very","After it fell, the aircraft was very","After it swallowed, the aircraft was very",2,ADJ
scissors,child,grimaced,HIGH,physical,The child began to,The scissors began to,"After it grimaced, the child began to","After it fell, the scissors began to","After it grimaced, the scissors began to",0,VERB
necklace,boy,nodded,HIGH,physical,The boy began to,The necklace began to,"After it nodded, the boy began to","After it fell, the necklace began to","After it nodded, the necklace began to",0,VERB
bin,person,swallowed,HIGH,physical,The person started to,The bin started to,"After it swallowed, the person started to","After it fell, the bin started to","After it swallowed, the bin started to",1,VERB
door,person,forgot,HIGH,psychological,The person started to,The door started to,"After it forgot, the person started to","After it fell, the door started to","After it forgot, the door started to",1,VERB
map,boy,hesitated,HIGH,psychological,The boy began to,The map began to,"After it hesitated, the boy began to","After it fell, the map began to","After it hesitated, the map began to",0,VERB
flute,child,crawled,HIGH-MID,physical,The child was very,The flute was very,"After it crawled, the child was very","After it fell, the flute was very","After it crawled, the flute was very",2,ADJ
meteorite,child,gazed,HIGH,physical,The child was very,The meteorite was very,"After it gazed, the child was very","After it fell, the meteorite was very","After it gazed, the meteorite was very",2,ADJ
